,D,Dmin,Dmax,N_dpts,N_npts,Nmin,Nmax,T,T_fridge,T_probe,Bmin,Bmax,N_bpts
585,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,82.85702970297028,,,,,
586,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,85.50930693069307,,,,,
587,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,87.90198019801981,,,,,
588,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,90.61643564356432,,,,,
589,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,93.47960396039602,,,,,
590,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,96.18772277227724,,,,,
591,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,98.86099009900988,,,,,
592,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,101.54217821782173,,,,,
593,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,104.48277227722768,,,,,
594,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,106.96782178217825,,,,,
595,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,110.37217821782176,,,,,
596,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,112.73782178217819,,,,,
597,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,116.10356435643565,,,,,
598,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,118.25821782178217,,,,,
599,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,122.13000000000002,,,,,
600,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,24.22336633663367,,,,,
601,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,24.00069306930693,,,,,
602,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,23.87,,,,,
603,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,23.87,,,,,
604,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,24.16999999999999,,,,,
605,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,25.070990099009897,,,,,
606,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,27.110000000000003,,,,,
607,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,29.157524752475254,,,,,
608,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,31.210990099009894,,,,,
609,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,32.83445544554457,,,,,
610,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,34.68851485148514,,,,,
611,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,36.328811881188116,,,,,
612,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,37.83188118811881,,,,,
613,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,39.05623762376236,,,,,
614,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,40.186138613861374,,,,,
615,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,41.23504950495051,,,,,
616,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,42.41178217821782,,,,,
617,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,43.458118811881214,,,,,
618,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,44.537524752475264,,,,,
619,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,45.66980198019803,,,,,
620,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,46.66049504950493,,,,,
621,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,47.80950495049507,,,,,
622,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,48.88059405940593,,,,,
623,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,50.040792079207925,,,,,
624,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,51.2578217821782,,,,,
625,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,52.49168316831685,,,,,
626,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,53.43504950495051,,,,,
627,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,54.58910891089108,,,,,
628,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,55.89445544554457,,,,,
629,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,57.08574257425742,,,,,
630,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,58.359702970297064,,,,,
631,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,59.58940594059407,,,,,
632,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,60.796138613861366,,,,,
633,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,61.912970297029695,,,,,
634,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,63.187425742574284,,,,,
635,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,64.39168316831683,,,,,
636,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,65.68257425742576,,,,,
637,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,66.9189108910891,,,,,
638,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,68.01613861386139,,,,,
639,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,69.2190099009901,,,,,
640,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,70.31999999999996,,,,,
641,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,71.71,,,,,
642,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,73.06,,,,,
643,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,74.46693069306932,,,,,
644,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,75.62980198019805,,,,,
645,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,76.95326732673264,,,,,
646,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,78.07049504950493,,,,,
647,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,80.1,,,,,
648,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,82.52722772277227,,,,,
649,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,84.94702970297027,,,,,
650,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,87.73504950495047,,,,,
651,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,90.03752475247525,,,,,
652,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,93.27277227722769,,,,,
653,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,95.53039603960393,,,,,
654,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,98.70059405940597,,,,,
655,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,100.75405940594062,,,,,
656,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,104.41999999999994,,,,,
657,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,106.49000000000002,,,,,
658,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,110.49000000000002,,,,,
659,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,112.38999999999999,,,,,
660,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,116.38999999999996,,,,,
661,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,118.43000000000002,,,,,
662,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,122.55000000000001,,,,,
663,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,24.00069306930693,,,,,
664,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,23.87,,,,,
665,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,23.769999999999996,,,,,
666,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,23.82999999999999,,,,,
667,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,24.13059405940595,,,,,
668,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,25.06118811881187,,,,,
669,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,26.909108910891096,,,,,
670,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,29.182970297029698,,,,,
671,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,31.036633663366338,,,,,
672,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,32.81970297029704,,,,,
673,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,34.614158415841594,,,,,
674,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,36.314158415841575,,,,,
675,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,37.77227722772277,,,,,
676,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,39.0178217821782,,,,,
677,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,40.06613861386138,,,,,
678,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,41.20871287128711,,,,,
679,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,42.30524752475245,,,,,
680,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,43.44207920792079,,,,,
681,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,44.48792079207922,,,,,
682,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,45.51742574257425,,,,,
683,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,46.57069306930693,,,,,
684,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,47.77495049504951,,,,,
685,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,48.90792079207921,,,,,
686,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,50.084554455445534,,,,,
687,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,51.27336633663365,,,,,
688,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,52.4589108910891,,,,,
689,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,53.67079207920792,,,,,
690,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,54.83811881188119,,,,,
691,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,55.93633663366338,,,,,
692,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,57.18247524752475,,,,,
693,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,58.37366336633664,,,,,
694,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,59.60742574257424,,,,,
695,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,60.665445544554466,,,,,
696,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,61.71435643564354,,,,,
697,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,62.86,,,,,
698,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,64.19999999999999,,,,,
699,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,65.55,,,,,
700,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,66.80168316831683,,,,,
701,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,68.0969306930693,,,,,
702,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,69.37554455445543,,,,,
703,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,70.56633663366335,,,,,
704,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,71.67910891089106,,,,,
705,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,72.77396039603957,,,,,
706,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,74.16999999999997,,,,,
707,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,75.61,,,,,
708,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,76.98821782178219,,,,,
709,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,78.2010891089109,,,,,
710,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,80.44663366336637,,,,,
711,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,82.93099009900988,,,,,
712,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,85.60148514851487,,,,,
713,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,87.94831683168313,,,,,
714,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,90.75980198019805,,,,,
715,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,93.34415841584163,,,,,
716,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,96.03257425742576,,,,,
717,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,98.8682178217822,,,,,
718,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,101.49871287128713,,,,,
719,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,104.44970297029703,,,,,
720,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,106.93881188118816,,,,,
721,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,110.2429702970297,,,,,
722,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,112.19,,,,,
723,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,116.16000000000005,,,,,
724,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,118.33000000000004,,,,,
725,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,122.28999999999996,,,,,
726,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,99.74643564356431,,,,,
727,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,82.32475247524756,,,,,
728,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,67.71405940594059,,,,,
729,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,55.0,,,,,
730,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,44.17000000000001,,,,,
731,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,37.58584158415841,,,,,
732,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,35.033861386138604,,,,,
733,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,34.31178217821781,,,,,
734,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,34.35831683168317,,,,,
735,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,34.989900990099,,,,,
736,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,35.947722772277245,,,,,
737,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,37.22376237623762,,,,,
738,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,38.451386138613856,,,,,
739,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,39.44,,,,,
740,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,40.48,,,,,
741,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,41.4668316831683,,,,,
742,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,42.564257425742554,,,,,
743,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,43.59346534653464,,,,,
744,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,44.66534653465345,,,,,
745,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,45.73990099009903,,,,,
746,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,46.82633663366338,,,,,
747,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,47.92970297029705,,,,,
748,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,49.03099009900989,,,,,
749,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,50.20861386138614,,,,,
750,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,51.26217821782178,,,,,
751,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,52.48831683168317,,,,,
752,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,53.76099009900991,,,,,
753,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,54.89178217821784,,,,,
754,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,56.11891089108913,,,,,
755,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,57.35851485148516,,,,,
756,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,57.87,,,,,
757,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,23.515544554455442,,,,,
758,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,23.50653465346534,,,,,
759,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,23.52316831683168,,,,,
760,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,23.66188118811881,,,,,
761,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,23.963069306930688,,,,,
762,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,24.789999999999996,,,,,
763,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,26.759999999999994,,,,,
764,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,28.989999999999995,,,,,
765,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,30.879999999999995,,,,,
766,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,32.639999999999986,,,,,
767,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,34.4,,,,,
768,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,36.28,,,,,
769,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,37.70000000000001,,,,,
770,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,38.92000000000001,,,,,
771,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,40.160000000000004,,,,,
772,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,41.24999999999999,,,,,
773,-0.4770076388802293,-0.4817438186225662,-0.47227145913789237,"(101,)","(101,)",-4.811035450908531,-4.549477570258857,42.36000000000002,,,,,
