n,mstar,mstar_stdev
0.7966614673009316,0.8709954700761701,0.028760901170161102
0.8066166551671841,0.7924244439407212,0.008389227184581275
0.8165718430334375,0.7596234389445967,0.03341065659495467
0.82652703089969,0.7669065479201975,0.04388064939732444
0.846437406632196,0.642189756473525,0.024632113020806704
0.8713253762978288,0.5774928717563622,0.010634171324112424
0.8962133459634615,0.4931460537995671,0.022771773689035987
0.945989285294726,0.40104233566035613,0.007308509835777956
