n,mstar,mstar_stdev
0.7966614673009316,0.8408695957048862,0.0640655742854381
0.8066166551671841,0.7002748305445843,0.047599446418054865
0.8165718430334375,0.8742255425492897,0.02737639822748791
0.82652703089969,0.6962868521552967,0.023893874677186674
0.846437406632196,0.6598927175354089,0.022696497791829258
0.8713253762978288,0.5649868495550109,0.01338708523056733
0.8962133459634615,0.4765643486663032,0.008364290085796604
0.945989285294726,0.42922509861415575,0.008141798057974188
